,SIFT,classlabel
1495,[19. 12. 11. ...  0.  1. 37.],4.0
1496,[13. 28. 97. ... 10.  4.  0.],4.0
1497,[ 6.  4. 40. ...  0.  0.  0.],4.0
1498,[ 2.  6.  7. ... 32.  0.  0.],4.0
1499,[ 0.  0.  0. ...  0.  2. 13.],4.0
1500,[  1.   1.   0. ...  24. 126.  37.],4.0
1501,[0. 0. 0. ... 0. 0. 0.],4.0
1502,[ 21. 135.  34. ...   0.   0.   0.],4.0
1503,[ 1. 24. 21. ...  0.  0.  0.],4.0
1504,[39. 19.  8. ...  0.  0.  4.],4.0
1505,[0. 0. 0. ... 0. 0. 1.],4.0
1506,[36. 28. 28. ...  0.  0.  0.],4.0
1507,[22.  1.  1. ...  7.  1.  0.],4.0
1508,[ 8.  7. 39. ...  0.  0.  0.],4.0
1509,[  4.  48. 116. ...  12.   0.   0.],4.0
1510,[  4.  48. 116. ...  12.   0.   0.],4.0
1511,[ 10.  20. 119. ... 103.  17.   5.],4.0
1512,[15. 15.  0. ...  0.  0.  0.],4.0
1513,[ 55. 140.  35. ...   3.   0.   0.],4.0
1514,[29.  8.  0. ... 11. 42.  4.],4.0
1515,[9. 1. 1. ... 0. 0. 0.],4.0
1516,[ 2.  5. 16. ...  0.  0.  0.],4.0
1517,[0. 0. 0. ... 0. 0. 0.],4.0
1518,[35.  0.  0. ...  0.  0.  3.],4.0
1519,[0. 3. 8. ... 1. 0. 0.],4.0
1520,[0. 0. 0. ... 1. 0. 0.],4.0
1521,[ 37. 101.   9. ...   0.   0.   0.],4.0
1522,[ 4.  7. 23. ...  0.  0. 26.],4.0
1523,[26. 17. 15. ...  0.  0.  0.],4.0
1524,[28.  5.  2. ...  0.  0.  0.],4.0
1525,[ 6. 14.  1. ... 19.  4.  0.],4.0
1526,[0. 0. 1. ... 0. 0. 0.],4.0
1527,[ 43. 137.   0. ...   0.   0.   3.],4.0
1528,[ 1.  1. 14. ...  0.  0.  0.],4.0
1529,[34.  4.  1. ...  0.  0.  3.],4.0
1530,[19.  4.  0. ...  0.  0.  0.],4.0
1531,[1. 0. 1. ... 0. 0. 0.],4.0
1532,[ 5.  7.  0. ... 23.  2.  7.],4.0
1533,[40.  5.  7. ... 33. 14.  2.],4.0
1534,[108.  51.  33. ...   4.  10.  32.],4.0
1535,[1. 2. 2. ... 0. 0. 0.],4.0
1536,[0. 2. 4. ... 2. 0. 0.],4.0
1537,[131.  42.   2. ...  38.  14.  35.],4.0
1538,[0. 0. 0. ... 0. 0. 0.],4.0
1539,[  0.   0.   0. ... 124.   0.   0.],4.0
1540,[ 0.  0.  0. ... 35. 13.  3.],4.0
1541,[ 5.  7.  0. ... 23.  2.  7.],4.0
1542,[67.  9.  1. ... 57. 65. 32.],4.0
1543,[ 0.  0.  0. ...  3. 23. 77.],4.0
1544,[ 7. 12. 19. ...  0.  0.  0.],4.0
1545,[ 19.  29. 125. ...  28.   7.   9.],4.0
1546,[ 3.  1.  9. ... 29. 36. 18.],4.0
1547,[ 19.  19.  10. ... 148.   5.   5.],4.0
1548,[ 0.  0.  0. ...  0.  0. 12.],4.0
1549,[117.  46.  31. ...   0.   0.   0.],4.0
1550,[1. 1. 0. ... 0. 0. 0.],4.0
1551,[ 0.  0. 12. ...  0.  0.  0.],4.0
1552,[92. 87.  5. ...  2.  4. 18.],4.0
1553,[ 0.  0.  0. ... 35.  6.  7.],5.0
1554,[ 0.  0.  0. ...  7.  9. 25.],5.0
1555,[ 1.  0.  0. ... 50.  1.  0.],5.0
1556,[5. 8. 0. ... 0. 0. 1.],5.0
1557,[ 3.  4. 13. ...  1.  1.  3.],5.0
1558,[7. 1. 0. ... 0. 0. 0.],5.0
1559,[ 97.   8.   0. ... 170.   7.   8.],5.0
1560,[ 16. 125.  66. ...   2.   4.  11.],5.0
1561,[29. 14.  6. ...  0.  0.  0.],5.0
1562,[  0.  78. 146. ...   1.   5.   3.],5.0
1563,[0. 0. 0. ... 3. 1. 1.],5.0
1564,[ 15. 104.  66. ...  14.   1.   2.],5.0
1565,[53. 52. 30. ... 25.  9. 16.],5.0
1566,[19.  1.  8. ...  0.  0.  0.],5.0
1567,[68. 40.  1. ... 16.  0. 43.],5.0
1568,[ 0.  0.  0. ... 59.  1.  0.],5.0
1569,[1. 0. 0. ... 0. 0. 0.],5.0
1570,[ 14.  34. 108. ...  11.   2.   9.],5.0
1571,[0. 1. 2. ... 0. 0. 0.],5.0
1572,[68. 27.  1. ...  0.  0.  5.],5.0
1573,[136.  37.   1. ...   0.   1.   3.],5.0
1574,[4. 1. 0. ... 0. 0. 0.],5.0
1575,[ 0. 15. 23. ...  5.  3. 14.],5.0
1576,[13. 31. 51. ...  3.  0.  1.],5.0
1577,[86. 26.  0. ...  7.  0.  0.],5.0
1578,[139.  29.   4. ...   0.   0.   0.],5.0
1579,[ 7. 10.  1. ... 21.  3.  1.],5.0
1580,[ 3.  7.  5. ... 49. 35. 62.],5.0
1581,[ 64. 107.  59. ...   0.   0.   0.],5.0
1582,[ 7.  0.  0. ...  0. 10. 10.],5.0
1583,[  2. 154. 115. ...   0.   0.   0.],5.0
1584,[ 11.  53. 177. ...   0.   1.  44.],5.0
1585,[ 0.  0.  0. ... 11. 11. 16.],5.0
1586,[22.  1.  5. ...  0.  0.  0.],5.0
1587,[0. 0. 0. ... 0. 2. 4.],5.0
1588,[ 4. 24. 16. ...  8.  0.  0.],5.0
1589,[  3.   2.   5. ...   0.   7. 116.],5.0
1590,[33.  0.  0. ...  0.  0.  0.],5.0
1591,[  5. 119. 119. ...  69.  17.   2.],5.0
1592,[ 4. 41. 12. ...  0.  0.  0.],5.0
1593,[ 0.  0.  0. ... 16.  0.  0.],5.0
1594,[ 0.  0.  0. ... 43.  3. 13.],5.0
1595,[ 0.  0.  0. ...  0.  3. 25.],5.0
1596,[77. 18.  2. ...  0.  0.  0.],5.0
1597,[0. 0. 0. ... 0. 0. 0.],5.0
1598,[18.  2. 19. ...  1.  1.  1.],5.0
1599,[97.  0.  0. ...  0.  0.  0.],5.0
1600,[39.  1.  0. ...  0.  0.  0.],5.0
1601,[20. 19. 10. ...  5.  6.  5.],5.0
1602,[ 20.   3.   0. ...   0.  92. 146.],5.0
1603,[ 0.  0.  0. ... 17. 31. 66.],5.0
1604,[0. 0. 0. ... 4. 3. 4.],5.0
1605,[ 6.  2.  1. ...  0.  0. 14.],5.0
1606,[55. 50. 17. ...  0.  0.  1.],5.0
1607,[72.  3. 15. ...  0.  0.  0.],5.0
1608,[ 4.  2. 14. ...  0.  0.  5.],5.0
1609,[0. 0. 0. ... 1. 0. 0.],5.0
1610,[ 9.  6.  5. ...  0.  0. 12.],5.0
1611,[23. 10. 10. ... 63. 77. 20.],5.0
1612,[  6.  35.  15. ... 122.   5.   0.],5.0
1613,[ 0.  0.  0. ...  0.  0. 18.],5.0
1614,[10. 22. 17. ...  0.  0.  0.],5.0
1615,[25.  9.  7. ... 18. 21. 98.],5.0
1616,[ 0.  0.  0. ...  3.  3. 14.],5.0
1617,[2. 0. 0. ... 0. 0. 0.],5.0
1618,[11. 11.  1. ...  0.  0.  0.],5.0
1619,[0. 0. 0. ... 0. 0. 0.],5.0
1620,[27.  9. 12. ...  2.  7. 35.],5.0
1621,[0. 0. 2. ... 0. 0. 0.],5.0
1622,[0. 0. 0. ... 0. 0. 0.],5.0
1623,[ 1.  1.  0. ...  1. 17. 32.],5.0
1624,[25. 10.  2. ...  2.  2.  4.],5.0
1625,[ 5.  8. 26. ...  0.  0.  0.],5.0
1626,[127.   2.   0. ...   1.   0.   0.],5.0
1627,[18. 14.  3. ...  8.  5.  0.],5.0
1628,[79.  5.  0. ...  0. 11. 78.],5.0
1629,[27.  2.  2. ...  0.  0. 18.],5.0
1630,[ 2.  2. 12. ...  0.  0.  0.],5.0
1631,[ 2.  1. 54. ...  7.  1.  1.],5.0
1632,[ 6. 11. 24. ...  0.  0. 31.],5.0
1633,[5. 6. 1. ... 0. 0. 1.],5.0
1634,[ 8. 64. 56. ...  0.  0.  1.],5.0
1635,[ 52.  33. 137. ...   0.   0.   0.],5.0
1636,[39. 82. 37. ...  0.  0.  0.],5.0
1637,[1. 0. 0. ... 0. 0. 0.],5.0
1638,[80. 67.  1. ...  0.  0. 15.],5.0
1639,[100.  91. 141. ...  18. 136. 136.],5.0
1640,[ 47. 152.  47. ...   8.   5.   1.],5.0
1641,[8. 6. 2. ... 7. 7. 2.],5.0
1642,[ 0. 27. 18. ... 68.  2.  9.],5.0
1643,[ 0.  0.  0. ...  0.  6. 25.],5.0
1644,[  3.  22. 125. ...   0.   0.   0.],5.0
1645,[39.  6.  9. ...  0.  0.  5.],5.0
1646,[54. 44. 26. ... 40.  2.  0.],5.0
1647,[30. 28. 11. ...  0.  0. 12.],5.0
1648,[ 0.  0.  5. ... 28.  1.  0.],5.0
1649,[ 0.  9. 21. ...  0.  0.  0.],5.0
1650,[0. 0. 0. ... 0. 0. 0.],5.0
1651,[34. 14. 15. ...  0.  1.  0.],5.0
1652,[12.  0.  0. ... 18. 10. 40.],5.0
1653,[ 3.  1.  1. ... 27.  0.  0.],5.0
1654,[  2.   4.  10. ...  14.  17. 124.],5.0
1655,[16. 13.  1. ... 14.  9. 14.],5.0
1656,[63.  5.  0. ...  1.  1.  6.],5.0
1657,[57. 30. 19. ... 17.  1.  1.],5.0
1658,[  0.   4. 127. ...   0.   0.   1.],5.0
1659,[17.  6.  0. ...  0.  0.  0.],5.0
1660,[0. 0. 1. ... 0. 0. 0.],5.0
1661,[ 3.  0.  0. ...  0.  9. 11.],5.0
1662,[ 7.  9. 14. ... 28.  5.  7.],5.0
1663,[2. 0. 0. ... 0. 6. 3.],5.0
1664,[0. 2. 2. ... 0. 0. 0.],5.0
1665,[2. 0. 0. ... 0. 0. 0.],5.0
1666,[ 48.   9.   2. ...   0.   7. 136.],5.0
1667,[37. 89. 75. ...  0.  0.  0.],5.0
1668,[11. 76. 92. ...  0.  0.  0.],5.0
1669,[0. 0. 0. ... 0. 0. 0.],5.0
1670,[0. 0. 1. ... 0. 0. 8.],5.0
1671,[88. 77.  1. ...  0.  0.  2.],5.0
1672,[  7.  41.  85. ...   1. 125.  77.],5.0
1673,[31. 35. 82. ...  1.  3.  6.],5.0
1674,[0. 0. 0. ... 0. 0. 0.],5.0
1675,[16. 47. 25. ... 15.  9. 16.],5.0
1676,[1. 0. 1. ... 1. 0. 0.],5.0
1677,[5. 3. 0. ... 0. 0. 0.],5.0
1678,[70. 44. 31. ...  2.  1.  6.],5.0
1679,[ 0.  0.  0. ... 29. 19.  2.],5.0
1680,[35. 49. 29. ...  0.  0.  0.],5.0
1681,[ 0.  3.  4. ... 10.  1.  1.],5.0
1682,[16. 68. 54. ...  0.  0.  2.],5.0
1683,[1. 0. 0. ... 0. 0. 9.],5.0
1684,[ 0.  5. 29. ...  0.  0.  1.],5.0
1685,[3. 3. 0. ... 1. 0. 1.],5.0
1686,[77. 17.  5. ... 43.  2.  1.],5.0
1687,[22.  7.  2. ...  0.  0.  0.],5.0
1688,[0. 0. 0. ... 0. 0. 0.],5.0
1689,[0. 0. 0. ... 0. 0. 0.],5.0
1690,[0. 0. 0. ... 2. 1. 6.],5.0
1691,[2. 0. 0. ... 9. 3. 7.],5.0
1692,[39. 40. 27. ...  0.  0.  8.],5.0
1693,[ 0.  0.  0. ... 20. 37. 30.],5.0
1694,[39. 44. 73. ...  1.  0.  0.],5.0
1695,[4. 1. 0. ... 0. 0. 0.],5.0
1696,[30.  1.  0. ... 10.  2.  2.],5.0
1697,[ 14.  97. 122. ...   1.   3.   9.],5.0
1698,[29. 42. 92. ...  0.  0.  5.],5.0
1699,[9. 0. 2. ... 0. 1. 5.],5.0
1700,[9. 4. 0. ... 0. 0. 0.],5.0
1701,[113.  93.  26. ...   0.   0.   0.],5.0
1702,[14.  0.  0. ...  0.  0. 15.],5.0
1703,[27. 70. 12. ...  2.  1. 24.],5.0
1704,[ 4.  1.  0. ... 81. 57.  1.],5.0
1705,[2. 0. 0. ... 0. 6. 6.],5.0
1706,[ 0. 42. 44. ...  1.  1.  9.],5.0
1707,[ 22. 104.  82. ...   0.   0.   9.],5.0
1708,[20.  0.  0. ... 14. 12. 22.],5.0
1709,[0. 0. 1. ... 0. 0. 0.],5.0
1710,[14. 31. 56. ... 15.  1.  0.],5.0
1711,[44. 11. 19. ...  0.  0.  0.],5.0
1712,[39.  2.  1. ... 87. 93. 71.],5.0
1713,[0. 0. 0. ... 0. 0. 0.],5.0
1714,[0. 0. 0. ... 0. 0. 0.],5.0
1715,[ 23.  30. 103. ...   0.   0.  88.],5.0
1716,[12. 28. 10. ...  0.  0.  0.],5.0
1717,[15.  8. 24. ...  0.  0.  0.],5.0
1718,[ 0.  0.  0. ...  6. 30. 27.],5.0
1719,[ 49.  39.  70. ...   1. 130.  43.],5.0
1720,[49. 64. 41. ...  0.  0. 10.],5.0
1721,[ 0.  0.  0. ... 12. 14. 16.],5.0
1722,[ 0.  0.  0. ...  0.  1. 27.],5.0
1723,[ 1. 70. 80. ...  0.  0.  1.],5.0
1724,[28. 51. 24. ...  0.  1.  7.],5.0
1725,[6. 3. 0. ... 0. 0. 0.],5.0
1726,[47. 25.  2. ...  1.  1.  2.],5.0
1727,[3. 0. 0. ... 2. 0. 0.],5.0
1728,[ 0.  0.  0. ...  0.  6. 84.],5.0
1729,[ 7. 51. 18. ...  0.  0.  0.],5.0
1730,[0. 0. 0. ... 0. 0. 0.],5.0
1731,[ 5.  9. 12. ...  0.  0.  0.],5.0
1732,[6. 1. 1. ... 0. 0. 0.],5.0
1733,[30. 29. 72. ...  0.  0.  0.],5.0
1734,[ 11. 132.  45. ...   0.   0.   6.],5.0
1735,[ 0.  0. 25. ...  2. 13. 44.],5.0
1736,[  0.   0.   0. ... 166.  38.   6.],5.0
1737,[0. 1. 1. ... 0. 0. 0.],5.0
1738,[12.  2.  2. ... 16.  3.  1.],5.0
1739,[1. 3. 0. ... 0. 0. 0.],5.0
1740,[  0.   0.   0. ...   2. 125.  34.],5.0
1741,[  2.  13. 138. ...  11.   1.   2.],5.0
1742,[ 78. 109.   0. ...  12. 124. 158.],5.0
1743,[40. 16. 12. ...  0.  0.  0.],5.0
1744,[32.  8.  1. ...  0.  0.  0.],5.0
1745,[12. 29. 50. ...  0.  0.  0.],5.0
1746,[120.  33.   3. ...   6.   6.   0.],5.0
1747,[0. 0. 0. ... 8. 0. 1.],5.0
1748,[0. 0. 0. ... 0. 0. 1.],5.0
1749,[ 83. 134.   1. ...   1.   1.   8.],5.0
1750,[0. 0. 0. ... 0. 0. 0.],5.0
1751,[107.  40.   5. ...   0.  25. 131.],5.0
1752,[0. 0. 0. ... 0. 0. 0.],5.0
1753,[0. 0. 0. ... 5. 0. 0.],5.0
1754,[ 65.  12.   4. ...   3. 137.  55.],5.0
1755,[ 0.  2. 34. ...  0.  0.  2.],5.0
1756,[15.  2.  0. ...  0.  0.  0.],5.0
1757,[0. 0. 0. ... 4. 2. 3.],5.0
1758,[ 0.  0.  0. ...  9. 11.  5.],5.0
1759,[1. 0. 0. ... 0. 0. 0.],5.0
1760,[30. 10. 26. ...  1.  0.  0.],5.0
1761,[1. 2. 0. ... 0. 0. 0.],5.0
1762,[ 1.  9. 66. ...  0.  1. 24.],5.0
1763,[54.  8.  0. ...  4. 10. 10.],5.0
1764,[ 0.  0.  0. ... 12. 39. 33.],5.0
1765,[137.  43.   3. ...   0.   0.   2.],5.0
1766,[4. 3. 0. ... 0. 0. 0.],5.0
1767,[ 5. 22. 22. ...  0.  0.  0.],5.0
1768,[28. 26. 36. ...  0.  0.  0.],5.0
1769,[ 23. 133.  38. ...   8.   0.   0.],5.0
1770,[61. 25.  2. ... 12. 13.  2.],5.0
1771,[13.  1.  3. ... 16. 15. 16.],5.0
1772,[7. 2. 1. ... 0. 0. 0.],5.0
1773,[ 26. 122.  97. ...   3.   7.  12.],5.0
1774,[ 0.  1. 11. ...  0.  0.  3.],5.0
1775,[0. 0. 0. ... 8. 0. 0.],5.0
1776,[9. 4. 6. ... 0. 0. 0.],5.0
1777,[ 7.  2. 32. ...  0.  0. 36.],5.0
1778,[12. 15.  8. ... 35.  3.  7.],5.0
1779,[19. 18.  7. ...  0.  0.  0.],5.0
1780,[14.  7.  1. ...  3. 20. 53.],5.0
1781,[5. 1. 0. ... 0. 2. 5.],5.0
1782,[ 0.  0.  0. ...  0.  0. 16.],5.0
1783,[47.  8.  3. ...  4.  1.  1.],5.0
1784,[2. 1. 5. ... 0. 0. 0.],5.0
1785,[ 76.   3.   0. ... 124.   4.   4.],5.0
1786,[20.  0.  0. ... 18. 13.  2.],5.0
1787,[36.  1.  5. ...  7. 12. 38.],5.0
1788,[128.  79.  30. ...  44.   7.   4.],5.0
1789,[ 53. 123.  70. ...   2.   1.   0.],5.0
1790,[0. 0. 0. ... 0. 0. 0.],5.0
1791,[0. 0. 0. ... 1. 0. 0.],5.0
1792,[14.  1.  0. ...  1.  2.  0.],5.0
1793,[ 77. 124.   2. ...   2.   5.   4.],5.0
1794,[  0.   7.  11. ...  33. 144.   2.],5.0
1795,[12.  4.  1. ... 14.  4. 10.],5.0
1796,[26.  0.  3. ...  0.  0.  2.],5.0
1797,[50.  7.  5. ...  0.  0.  0.],5.0
1798,[12. 40. 56. ...  0.  0.  3.],5.0
1799,[ 0.  0.  0. ... 11. 29. 43.],5.0
1800,[4. 1. 0. ... 0. 0. 0.],5.0
1801,[8. 2. 9. ... 0. 0. 0.],5.0
1802,[74. 52. 14. ...  0.  0.  0.],5.0
1803,[ 0.  0. 22. ...  0.  6. 20.],5.0
1804,[ 2.  6.  4. ... 60. 36.  0.],5.0
1805,[ 1.  8. 59. ... 16.  3.  0.],5.0
1806,[ 84. 128.   0. ...   0.   0.   2.],5.0
1807,[11. 32.  2. ...  0. 11. 23.],5.0
1808,[ 3.  3. 94. ... 23.  0.  0.],5.0
1809,[ 2. 14.  9. ...  0.  0.  0.],5.0
1810,[19.  7.  0. ... 43. 52.  8.],5.0
1811,[43. 19.  1. ... 42. 61. 31.],5.0
1812,[ 9.  1.  1. ... 24. 10.  2.],5.0
1813,[19.  7.  6. ...  0.  0.  0.],5.0
1814,[ 7.  0.  0. ...  2. 35. 82.],5.0
1815,[0. 1. 0. ... 1. 1. 8.],5.0
1816,[13.  5. 15. ...  0.  0.  0.],5.0
1817,[11.  6.  5. ...  0.  0.  0.],5.0
1818,[  1. 151. 105. ...  25.  34.  25.],5.0
1819,[1. 1. 0. ... 0. 0. 0.],5.0
1820,[54.  5.  3. ...  0.  0.  0.],5.0
1821,[ 0.  2. 49. ...  0.  0.  0.],5.0
1822,[  2.  50. 119. ...  76.   8.   0.],5.0
1823,[ 5. 13.  5. ...  0.  0.  0.],5.0
1824,[21.  0.  0. ...  0.  0.  0.],5.0
1825,[7. 0. 0. ... 0. 0. 1.],5.0
1826,[ 4.  0.  0. ...  2.  2. 27.],5.0
1827,[ 7. 64. 57. ...  0.  0.  0.],5.0
1828,[0. 0. 2. ... 5. 2. 1.],5.0
1829,[ 16.   7. 116. ...  80.   1.   1.],5.0
1830,[4. 1. 0. ... 2. 0. 0.],5.0
1831,[ 1.  0.  0. ... 79. 14.  0.],5.0
1832,[0. 0. 0. ... 0. 0. 3.],5.0
1833,[ 5. 40.  4. ...  7.  2.  6.],5.0
1834,[25. 19.  5. ...  2.  0.  5.],5.0
1835,[  5.   0.   0. ...   3.  24. 141.],5.0
1836,[12.  2.  0. ...  1.  1.  1.],5.0
1837,[37.  2.  0. ...  2.  0.  0.],5.0
1838,[1. 1. 1. ... 7. 0. 1.],5.0
1839,[10.  4. 63. ...  0.  0.  0.],5.0
1840,[106.  17.   1. ...   0.   0.   0.],5.0
1841,[89.  0.  0. ...  0.  0.  2.],5.0
1842,[22.  9.  9. ...  0.  0.  4.],5.0
1843,[86.  3.  0. ... 12.  3.  5.],5.0
1844,[119.  28.  10. ...   0.   0. 132.],5.0
1845,[ 0.  0.  0. ...  0.  2. 11.],5.0
1846,[0. 0. 1. ... 0. 0. 0.],5.0
1847,[13.  6.  6. ...  0.  1.  8.],5.0
1848,[19.  8.  5. ... 58. 23.  9.],5.0
1849,[  0.   0.   0. ...   0.   9. 140.],5.0
1850,[ 0.  0.  0. ... 10. 91. 43.],5.0
1851,[33.  6.  2. ...  0.  0.  2.],5.0
1852,[ 1.  3. 12. ...  6.  1.  1.],5.0
1853,[ 9.  0. 10. ...  0.  0.  0.],5.0
1854,[ 1.  8. 24. ...  0.  0.  0.],5.0
1855,[ 3.  0.  0. ...  2.  9. 33.],5.0
1856,[  2.  28. 122. ...  54.   0.   0.],5.0
1857,[ 38. 136.  46. ...   0.   0.   0.],5.0
1858,[ 1.  1. 11. ... 41. 12.  6.],5.0
1859,[ 2. 11. 10. ... 27.  1.  0.],5.0
1860,[  8.  75. 113. ...   0.   0.   4.],5.0
1861,[3. 0. 0. ... 0. 0. 3.],5.0
1862,[ 0.  0.  0. ...  0.  6. 10.],5.0
1863,[58. 13.  1. ...  0.  0.  0.],5.0
1864,[0. 0. 0. ... 0. 0. 0.],5.0
1865,[ 10.  86.  88. ... 121.  86.   2.],5.0
1866,[ 1.  1.  0. ... 80.  1.  1.],5.0
1867,[0. 0. 0. ... 0. 0. 0.],5.0
1868,[ 0.  0.  0. ... 16.  2.  1.],5.0
1869,[151. 118.   0. ...   0.   0.   0.],5.0
1870,[11. 10.  1. ...  4.  3.  4.],5.0
1871,[0. 0. 0. ... 0. 0. 0.],5.0
1872,[38. 14.  4. ... 62.  1.  1.],5.0
1873,[ 1.  0.  0. ... 66.  6.  2.],5.0
1874,[18. 14. 15. ...  0.  0.  0.],5.0
1875,[1. 0. 0. ... 0. 0. 1.],5.0
1876,[0. 0. 2. ... 0. 0. 0.],5.0
1877,[0. 0. 1. ... 0. 0. 0.],5.0
1878,[ 1.  1. 48. ...  0.  0.  0.],5.0
1879,[ 0.  0.  0. ... 24. 50. 31.],5.0
1880,[ 0.  0.  0. ...  0.  0. 27.],5.0
1881,[2. 0. 0. ... 0. 0. 0.],5.0
1882,[0. 0. 0. ... 0. 0. 0.],5.0
1883,[  1.  55. 104. ...  12.   0.  22.],6.0
1884,[13. 12.  1. ... 22. 17.  5.],6.0
1885,[ 6. 21.  3. ...  0. 54. 54.],6.0
1886,[ 1.  0.  0. ... 78.  1.  2.],6.0
1887,[1. 0. 0. ... 0. 0. 3.],6.0
1888,[ 25. 134.  60. ...   4.  11.  34.],6.0
1889,[3. 2. 4. ... 2. 5. 2.],6.0
1890,[0. 1. 4. ... 0. 0. 0.],6.0
1891,[ 8.  4. 75. ...  0.  0.  0.],6.0
1892,[ 32. 121.  57. ...   1.   4.   8.],6.0
1893,[15. 32.  8. ...  0.  0.  0.],6.0
1894,[0. 0. 0. ... 0. 0. 0.],6.0
1895,[  3.   1.   0. ...   0.  21. 144.],6.0
1896,[  1. 109.  62. ...   0.   0.   0.],6.0
1897,[ 90. 143.   6. ...  23.   3.   1.],6.0
1898,[0. 0. 0. ... 0. 0. 3.],6.0
1899,[2. 1. 1. ... 3. 0. 3.],6.0
1900,[109.  44.   2. ...   0.   0.   0.],6.0
1901,[2. 8. 1. ... 1. 0. 1.],6.0
1902,[ 1. 17. 52. ...  0.  0.  0.],6.0
1903,[114.   1.   0. ...   0.   0.   0.],6.0
1904,[0. 0. 0. ... 4. 4. 3.],6.0
1905,[4. 3. 2. ... 0. 0. 1.],6.0
1906,[58.  1.  2. ...  0.  0.  0.],6.0
1907,[ 1.  1. 15. ...  0.  0.  0.],6.0
1908,[3. 0. 0. ... 0. 0. 0.],6.0
1909,[ 8.  2.  1. ... 51. 54. 20.],6.0
1910,[0. 0. 0. ... 5. 0. 3.],6.0
1911,[ 0. 22. 59. ... 52.  1.  9.],6.0
1912,[ 0.  2. 44. ...  0.  0.  2.],6.0
1913,[27. 31. 21. ...  1.  0.  0.],6.0
1914,[  0.  27. 130. ...  23.   5.   0.],6.0
1915,[45. 81. 35. ... 19.  9.  9.],6.0
1916,[0. 0. 0. ... 0. 2. 3.],6.0
1917,[4. 6. 4. ... 0. 0. 0.],6.0
1918,[49. 55. 33. ...  1.  0.  2.],6.0
1919,[132.   9.   8. ...   3.   0.   1.],6.0
1920,[28. 49. 10. ... 14.  0.  1.],6.0
1921,[11.  8. 79. ...  0.  0.  0.],6.0
1922,[0. 0. 0. ... 1. 0. 0.],6.0
1923,[1. 0. 0. ... 1. 0. 0.],6.0
1924,[162.  59.   0. ...   0.   0.   0.],6.0
1925,[ 0.  0. 17. ...  0.  0. 13.],6.0
1926,[44. 87. 12. ...  0.  0.  2.],6.0
1927,[12.  5.  1. ...  0.  0.  4.],6.0
1928,[ 7.  0.  0. ...  4.  2. 23.],6.0
1929,[114. 101.   2. ...   0.   0.   0.],6.0
1930,[36.  7.  1. ...  0.  0.  0.],6.0
1931,[22. 20. 15. ... 51.  3.  3.],6.0
1932,[15.  5.  0. ... 10. 13. 30.],6.0
1933,[  0.  65. 170. ...   0.   0.   2.],6.0
1934,[ 86. 160.   1. ...   0.   0.   2.],6.0
1935,[125.   1.   0. ...   3.   1.   0.],6.0
1936,[ 42. 151.  73. ...   0.   0.   0.],6.0
1937,[  5.  34. 125. ...  23.   3.  46.],6.0
1938,[1. 0. 0. ... 0. 0. 0.],6.0
1939,[42. 33.  0. ...  1.  2. 13.],6.0
1940,[36. 28. 17. ... 13.  0.  0.],6.0
1941,[7. 6. 0. ... 0. 0. 0.],6.0
1942,[46. 14.  5. ...  0.  1. 34.],6.0
1943,[28.  4.  0. ...  3.  2. 31.],6.0
1944,[51. 31.  1. ...  1.  0.  0.],6.0
1945,[21. 26.  0. ... 21.  0.  0.],6.0
1946,[34.  2.  0. ...  0.  0.  0.],6.0
1947,[0. 0. 0. ... 9. 8. 8.],6.0
1948,[ 1. 14. 26. ...  0.  0.  0.],6.0
1949,[ 8.  1.  0. ...  0.  0. 11.],6.0
1950,[62.  5.  9. ... 18.  2.  3.],6.0
1951,[ 0. 11. 28. ...  6.  1.  0.],6.0
1952,[ 0.  0.  3. ...  3. 32. 29.],6.0
1953,[0. 0. 4. ... 0. 0. 0.],6.0
1954,[54.  1.  0. ...  0.  0.  0.],6.0
1955,[5. 3. 2. ... 0. 0. 0.],6.0
1956,[ 5.  5.  7. ... 25. 20. 40.],6.0
1957,[0. 0. 0. ... 0. 0. 0.],6.0
1958,[ 0.  0.  0. ... 70.  8. 20.],6.0
1959,[ 3.  9. 13. ...  0.  0.  0.],6.0
1960,[4. 5. 4. ... 0. 0. 0.],6.0
1961,[57. 11.  1. ...  0.  0.  0.],6.0
1962,[ 0.  0.  0. ...  0. 25. 70.],6.0
1963,[2. 0. 4. ... 2. 0. 0.],6.0
1964,[55.  3.  3. ...  4.  1.  0.],6.0
1965,[ 67.   7.  10. ...  10.   5. 132.],6.0
1966,[36. 14.  1. ...  3.  1.  1.],6.0
1967,[ 12. 157.  69. ...   0.   0.   0.],6.0
1968,[67. 13.  1. ...  6.  3.  1.],6.0
1969,[0. 0. 0. ... 0. 0. 0.],6.0
1970,[ 0.  0.  0. ...  5. 34. 29.],6.0
1971,[0. 0. 0. ... 0. 0. 0.],6.0
1972,[135.  91.   0. ...  77. 169.  11.],6.0
1973,[128.   5.   0. ...   2.   8.  24.],6.0
1974,[ 80. 131.   7. ...   3.   0.   0.],6.0
1975,[0. 0. 0. ... 0. 5. 5.],6.0
1976,[ 0.  0.  0. ... 64. 77. 32.],6.0
1977,[ 0.  0.  0. ...  0.  4. 10.],6.0
1978,[ 0.  1. 14. ...  0.  0.  0.],6.0
1979,[43.  2.  2. ...  0.  0.  0.],6.0
1980,[ 5. 13. 21. ...  0.  0.  0.],6.0
